,NAME,COUNTRY,Full name,Major teams,Batting style,Bowling style,sname,foreign,Bat,Bowl,Spin/Medium
668,SN Khan,India,Sarfaraz Naushad Khan,"['India Under-19s,', 'Kings XI Punjab,', 'Mumbai,', 'Mumbai Under-19s,', 'Royal Challengers Bangalore']",Right-hand bat,Legbreak,SN Khan,0,Right,Right,leg
669,RK Bhui,India,Ricky Kannakumar Bhui,"['Andhra Under-19s,', 'India Under-19s,', 'Sunrisers Hyderabad']",Right-hand bat,Legbreak googly,RK Bhui,0,Right,Right,leg
670,Pankaj Jaiswal,India,Pankaj Pawan Jaiswal,"['India Under-19s,', 'Mumbai Indians']",Right-hand bat,Right-arm medium,PP Jaiswal,0,Right,Right,medium
671,SM Curran,England,Samuel Matthew Curran,"['England,', 'England Lions,', 'Kings XI Punjab,', 'Surrey,', 'Surrey 2nd XI,', 'Surrey Under-15s,', 'Surrey Under-17s,', 'Zimbabwe Under-13s']",Left-hand bat,Left-arm medium-fast,SM Curran,1,Left,Left,medium
672,JC Archer,West Indies,Jofra Chioke Archer,"['Barbados Under-19s,', 'Hobart Hurricanes,', 'Quetta Gladiators,', 'Rajasthan Royals,', 'Sussex,', 'Sussex 2nd XI,', 'West Indies Under-19s']",Right-hand bat,Right-arm fast-medium,JC Archer,1,Right,Right,medium
673,SO Hetmyer,West Indies,Shimron Odilon Hetmyer,"['West Indies,', 'Guyana,', 'Guyana Amazon Warriors,', 'Guyana Under-19s,', 'Royal Challengers Bangalore,', 'West Indies Under-19s']",Left-hand bat,Legbreak googly,SO Hetmyer,1,Left,Right,leg
674,AS Joseph,West Indies,Alzarri Shaheim Joseph,"['West Indies,', 'Leeward Islands,', 'Leeward Islands Under-19s,', 'St Kitts and Nevis Patriots,', ""UWI Vice Chancellor's XI,"", 'West Indies Under-19s','Mumbai Indians']",Right-hand bat,Right-arm fast-medium,AS Joseph,1,Right,Right,medium
675,KMA Paul,West Indies,Keemo Mandela Angus Paul,"['West Indies,', 'Delhi Daredevils,', 'Guyana,', 'Guyana Amazon Warriors,', 'Guyana Under-19s,', 'West Indies A,', 'West Indies Under-19s']",Right-hand bat,Right-arm fast-medium,KMA Paul,1,Right,Right,medium
676,Ben Dwarshuis,Australia,Benjamin James Dwarshuis,"['Kings XI Punjab,', 'New South Wales,', 'New South Wales Under-23s,', 'Sydney Sixers']",Left-hand bat,Left-arm fast-medium,BJ Dwarshuis,1,Left,Left,medium
677,Monu Kumar,India,Monu Kumar Singh,"['Chennai Super Kings,', 'India Under-19s']",Right-hand bat,Right-arm medium,MK Singh,0,Right,Right,medium
678,Avesh Khan,India,Avesh Khan,"['Delhi Daredevils,', 'India Under-19s,', 'Madhya Pradesh,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium-fast,A Khan,0,Right,Right,medium
679,NA Saini,India,Navdeep Amarjeet Saini,"['Delhi,', 'Delhi Daredevils,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium,NA Saini,0,Right,Right,medium
680,S Dube,India,Shivam Dube,"['Mumbai,', 'Rizvi Mumbai,', 'Royal Challengers Bangalore']",Left-hand bat,Right-arm medium,S Dube,0,Left,Right,medium
681,Shivam Sharma,India,Shivam Sharma,"['Delhi Under-19s,', 'Kings XI Punjab']",Right-hand bat,Right-arm offbreak,S Sharma,0,Right,Right,off
682,Pratyush Singh,India,Pratyush Singh,"['Chennai Super Kings,', 'Delhi Daredevils,', 'Delhi Under-19s']",Right-hand bat,Legbreak googly,P Singh,0,Right,Right,leg
683,Washington Sundar,India,Washington Sundar,"['India,', 'Albert TUTI Patriots,', 'India Under-19s,', 'Madras Rubber Factory,', 'Royal Challengers Bangalore']",Left-hand bat,Right-arm offbreak,W Sundar,0,Left,Right,off
684,Ishan Kishan,India,Ishan Pranav Kumar Pandey Kishan,"['Gujarat Lions,', 'India A,', 'Jharkhand Under-19s,', 'Mumbai Indians']",Left-hand bat,,IPKP Kishan,0,Left,Right,
685,Jitesh Sharma,India,Jitesh Mohan Sharma,"['Mumbai Indians,', 'Vidarbha']",Right-hand bat,,JM Sharma,0,Right,Right,
686,RK Singh,India,Rinku Khanchand Singh,"['Kings XI Punjab,', 'Kolkata Knight Riders,', 'Uttar Pradesh,', 'Uttar Pradesh Under-19s']",Left-hand bat,Right-arm offbreak,RK Singh,0,Left,Right,off
687,Aditya Garhwal,India,Aditya Narendra Garhwal,"['Kolkata Knight Riders,', 'Rajasthan,', 'Rajasthan Under-16s,', 'Rajasthan Under-19s']",Right-hand bat,Legbreak googly,AN Garhwal,0,Right,Right,leg
688,Sharad Lumba,India,Sharad Rajinder Lumba,"['Mumbai Indians,', 'Punjab,', 'Punjab Under-19s,', 'Punjab Under-22s']",Right-hand bat,Right-arm offbreak,SR Lumba,0,Right,Right,off
689,Basil Thampi,India,Basil Thampi,"['Gujarat Lions,', 'Kerala,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm fast-medium,B Thampi,0,Right,Right,medium
690,Vishnu Vinod,India,Vishnu Vinod,"['Kerala,', 'Royal Challengers Bangalore']",Right-hand bat,,V Vinod,0,Right,Right,
691,Sayan Ghosh,India,Sayan Sankar Ghosh,"['Bengal,', 'Bengal Under-19s,', 'Delhi Daredevils,', 'Kolkata Knight Riders']",Right-hand bat,Right-arm medium,SS Ghosh,0,Right,Right,medium
692,P Dubey,India,Praveen Dubey,"['Hubli Tigers,', 'Karnataka,', 'Royal Challengers Bangalore']",Right-hand bat,Legbreak googly,P Dubey,0,Right,Right,leg
693,KC Cariappa,India,Konganda Charamanna Cariappa,"['Bijapur Bulls,', 'Kings XI Punjab,', 'Kolkata Knight Riders']",Right-hand bat,Legbreak,KC Cariappa,0,Right,Right,leg
694,CJ Green,Australia,Christopher James Green,"['Guyana Amazon Warriors,', 'Lahore Qalandars,', 'Multan Sultans,', 'New South Wales,', 'New South Wales Under-23s,', 'Surrey 2nd XI,', 'Sydney Thunder','Kolkata Knight Riders']",Right-hand bat,Right-arm offbreak,CJ Green,1,Right,Right,off
695,Tanmay Agarwal,India,Tanmay Dharamchand Agarwal,"['Hyderabad (India),', 'Hyderabad Under-14s,', 'Hyderabad Under-16s,', 'Hyderabad Under-19s,', 'Hyderabad Under-22s,', 'Hyderabad Under-25s,', 'Sunrisers Hyderabad']",Left-hand bat,Legbreak googly,TD Agarwal,0,Left,Right,leg
696,Rashid Khan,Afghanistan,Rashid Khan Arman,"['Afghanistan,', 'Adelaide Strikers,', 'Afghanistan Under-19s,', 'Band-e-Amir Dragons,', 'Comilla Victorians,', 'Guyana Amazon Warriors,', 'ICC World XI,', 'Kabul Eagles,', 'Quetta Gladiators,', 'Sunrisers Hyderabad']",Right-hand bat,Legbreak googly,RK Arman,1,Right,Right,leg
697,T Natarajan,India,Thangarasu Natarajan,"['Dindigul Dragons,', 'Kings XI Punjab,', 'Sunrisers Hyderabad,', 'Tamil Nadu']",Left-hand bat,Left-arm medium,T Natarajan,0,Left,Left,medium
698,Himmat Singh,India,Himmat Singh,"['Delhi,', 'Delhi Under-16s,', 'Delhi Under-19s,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm offbreak,H Singh,0,Right,Right,off
699,Deepak Punia,India,Deepak Samundersingh Punia,"['Mumbai Indians,', 'Services']",Right-hand bat,Right-arm medium,DS Punia,0,Right,Right,medium
700,Rovman Powell,West Indies,Rovman Powell,"['West Indies,', 'Combined Campuses and Colleges,', 'Comilla Victorians,', 'Jamaica,', 'Jamaica Tallawahs,', 'Kolkata Knight Riders,', 'West Indies A']",Right-hand bat,Right-arm medium-fast,R Powell,1,Right,Right,medium
701,TU Deshpande,India,Tushar Uday Deshpande,"['Mumbai,', 'Mumbai Under-16s,', 'Mumbai Under-19s','Delhi Capitals']",Right-hand bat,Right-arm medium,TU Deshpande,0,Right,Right,medium
702,MD Nidheesh,India,Mattakandathil Dinesan Nidheesh,"['Kerala,', 'Mumbai Indians']",Right-hand bat,Right-arm medium,MD Nidheesh,0,Right,Right,medium
703,DR Sams,Australia,Daniel Richard Sams,"['Canterbury,', 'Randwick-Petersham,', 'Sydney Sixers,', 'Sydney Thunder','Delhi Capitals']",Right-hand bat,Left-arm fast-medium,DR Sams,1,Right,Left,medium
704,Kanishk Seth,India,Kanishk Kapil Seth,"['Bengal,', 'Bengal Under-14s,', 'Bengal Under-16s,', 'Bengal Under-19s,', 'Chennai Super Kings']",Right-hand bat,Left-arm medium,KK Seth,0,Right,Left,medium
705,Anmolpreet Singh,India,Anmolpreet Singh,"['Mumbai Indians,', 'Punjab,', 'Punjab Under-16s,', 'Punjab Under-19s']",Right-hand bat,Right-arm offbreak,A Singh,0,Right,Right,off
706,NB Singh,India,Nathu Bharat Singh,"['Delhi Daredevils,', 'Gujarat Lions,', 'Mumbai Indians,', 'Rajasthan,', 'Rajasthan Under-19s']",Right-hand bat,Right-arm medium,NB Singh,0,Right,Right,medium
707,MK Lomror,India,Mahipal Krishan Lomror,"['Delhi Daredevils,', 'Rajasthan,', 'Rajasthan Royals,', 'Rajasthan Under-16s,', 'Rajasthan Under-19s']",Left-hand bat,Slow left-arm orthodox,MK Lomror,0,Left,Right,slow
708,Sagar Trivedi,India,Sagar Vijay Trivedi,"['Mumbai Under-23s,', 'Rajasthan Royals']",Left-hand bat,Right-arm medium,SV Trivedi,0,Left,Right,medium
709,KK Jiyas,India,Karapak Kuzhiyil Jiyas,Delhi Capitals,Right-hand bat,Slow left-arm chinaman,KK Jiyas,0,Right,Right,slow
710,T Banton,England,Tom Banton,"['England Under-19s,', 'Somerset 2nd XI,', 'Warwickshire 2nd XI,', 'Warwickshire Under-13s,', 'Warwickshire Under-14s,', 'Warwickshire Under-15s,', 'Warwickshire Under-17s','Kolkata Knight Riders']",Right-hand bat,,T Banton,1,Right,Right,
711,SE Rutherford,West Indies,Sherfane Eviston Rutherford,"['West Indies,', 'Delhi Daredevils,', 'Guyana Amazon Warriors,', 'Guyana Under-19s,', 'West Indies B']",Left-hand bat,Right-arm fast-medium,SE Rutherford,1,Left,Right,medium
712,O Thomas,West Indies,Oshane Romaine Thomas,"['West Indies,', 'Jamaica,', 'Jamaica Tallawahs,', 'Jamaica Under-19s,', 'Rajasthan Royals,', 'West Indies A']",Left-hand bat,Right-arm fast,OR Thomas,1,Left,Right,fast
713,M Prasidh Krishna,India,Muralikrishna Prasidh Krishna,"['Bellary Tuskers,', 'India A,', 'Karnataka,', 'Kolkata Knight Riders']",Right-hand bat,Right-arm medium,MP Krishna,0,Right,Right,medium
714,S Kaushik,India,Shivil Kaushik,"['Gujarat Lions,', 'Hubli Tigers']",Right-hand bat,Slow left-arm chinaman,S Kaushik,0,Right,Right,slow
715,Kishore Kamath,India,Kishore Kamath,"['Hubli Tigers,', 'Mumbai Indians']",Right-hand bat,Legbreak,K Kamath,0,Right,Right,leg
716,RR Pant,India,Rishabh Rajendra Pant,"['India,', 'Delhi,', 'Delhi Daredevils,', 'Delhi Under-19s,', 'India A']",Left-hand bat,,RR Pant,0,Left,Right,
717,Mohammed Siraj,India,Mohammed Siraj,"['India,', 'Hyderabad (India),', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium-fast,M Siraj,0,Right,Right,medium
718,Mayank Dagar,India,Mayank J Dagar,"['Himachal Pradesh Under-16s,', 'Himachal Pradesh Under-19s,', 'India Under-19s,', 'Kings XI Punjab']",Right-hand bat,Slow left-arm orthodox,MJ Dagar,0,Right,Right,slow
719,KK Ahmed,India,Khaleel Khursheed Ahmed,"['India,', 'Delhi Daredevils,', 'India A,', 'India Under-19s,', 'Rajasthan Under-16s,', 'Rajasthan Under-19s,', 'Sunrisers Hyderabad']",Right-hand bat,Left-arm medium,KK Ahmed,0,Right,Left,medium
720,S Lamichhane,Nepal,Sandeep Lamichhane,"['Nepal,', 'Delhi Daredevils,', 'ICC World XI,', 'Kerala Knights,', 'Kowloon Cantons,', 'Lahore Qalandars,', 'Lalitpur Patriots,', 'Melbourne Stars,', 'Montreal Tigers,', 'Nangarhar Leopards,', 'Nepal Under-19s,', 'St Kitts and Nevis Patriots']",Right-hand bat,Legbreak googly,S Lamichhane,1,Right,Right,leg
721,Armaan Jaffer,India,Armaan Jaffer,"['India Under-19s,', 'Kings XI Punjab,', 'Mumbai Cricket Association XI,', 'Mumbai Under-19s,', 'Mumbai Under-23s']",Right-hand bat,Right-arm offbreak,A Jaffer,0,Right,Right,off
722,Milind Tandon,India,Milind Tandon,Rising Pune Supergiant,Right-hand bat,,M Tandon,0,Right,Right,
723,Mujeeb Ur Rahman,Afghanistan,Mujeeb Ur Rahman,"['Afghanistan,', 'Afghanistan Under-19s,', 'Bengal Tigers,', 'Brisbane Heat,', 'Comilla Victorians,', 'Kabul Zalmi,', 'Khost Province,', 'Khost Province Under-17s,', 'Kings XI Punjab,', 'Mis Ainak Knights,', 'Speen Ghar Region']",Right-hand bat,Right-arm offbreak,MU Rahman,1,Right,Right,off
724,N Jagadeesan,India,Narayan Jagadeesan,"['Chennai Super Kings,', 'Dindigul Dragons,', 'Dindigul Dragons,', 'Tamil Nadu Combined Districts XI,', 'Tamil Nadu Under-14s,', 'Tamil Nadu Under-19s,', 'Tamil Nadu Under-22s,', 'Tamil Nadu Under-23s,', 'Tamil Nadu Under-25s']",Right-hand bat,,N Jagadeesan,0,Right,Right,
725,Sanjay Yadav,India,Ramsingh  Sanjay Yadav,"['Kolkata Knight Riders,', 'Tamil Nadu,', 'VB Thiruvallur Veerans']",Left-hand bat,Slow left-arm orthodox,RS Yadav,0,Left,Right,slow
726,RD Gaikwad,India,Ruturaj Dashrat Gaikwad,"['Chennai Super Kings,', 'Maharashtra,', 'Maharashtra Under-16s,', 'Maharashtra Under-19s,', 'Maharashtra Under-22s']",Right-hand bat,Right-arm offbreak,RD Gaikwad,0,Right,Right,off
727,RD Chahar,India,Rahul Desraj Chahar,"['Mumbai Indians,', 'Rajasthan,', 'Rajasthan Under-16s,', 'Rajasthan Under-19s,', 'Rajasthan Under-22s,', 'Rising Pune Supergiant']",Right-hand bat,Legbreak googly,RD Chahar,0,Right,Right,leg
728,PP Shaw,India,Prithvi Pankaj Shaw,"['India,', 'Delhi Daredevils,', 'India A,', 'India Under-19s,', 'Mumbai Under-14s,', 'Mumbai Under-16s,', 'Mumbai Under-19s']",Right-hand bat,Right-arm offbreak,PP Shaw,0,Right,Right,off
729,Shubman Gill,India,Shubman Gill,"['India,', 'India Under-19s,', 'Kolkata Knight Riders,', 'Punjab Under-16s,', 'Punjab Under-19s']",Right-hand bat,Right-arm offbreak,S Gill,0,Right,Right,off
730,PK Garg,India,Priyam K Garg,"['India Under-19s,', 'Uttar Pradesh Under-14s,', 'Uttar Pradesh Under-16s,', 'Uttar Pradesh Under-19s',' 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium,PK Garg,0,Right,Right,medium
731,Abhishek Sharma,India,Abhishek Sharma,"['Delhi Daredevils,', 'India Under-19s,', 'Punjab Under-16s,', 'Punjab Under-19s,', 'Sunrisers Hyderabad']",Left-hand bat,Slow left-arm orthodox,A Sharma,0,Left,Right,slow
732,KL Nagarkoti,India,Kamlesh Lachham Nagarkoti,"['India Under-19s,', 'Kolkata Knight Riders,', 'Rajasthan Under-16s,', 'Rajasthan Under-19s']",Right-hand bat,Right-arm fast,KL Nagarkoti,0,Right,Right,fast
733,R Parag,India,Riyan Parag,"['Assam,', 'Assam Under-16s,', 'Assam Under-19s,', 'Rajasthan Royals']",Right-hand bat,Legbreak,R Parag,0,Right,Right,leg
734,SS Agarwal,India,Shubham Sanjay Agarwal,"['Chhattisgarh,', 'Gujarat Lions']",Right-hand bat,Legbreak googly,SS Agarwal,0,Right,Right,leg
735,AS Roy,India,Anukul Sudhakar Roy,"['Jharkhand Under-19s,', 'Mumbai Indians']",Left-hand bat,Slow left-arm orthodox,AS Roy,0,Left,Right,slow
736,Manjot Kalra,India,Manjot Kalra,"['Delhi Daredevils,', 'Delhi Under-19s,', 'India Under-19s']",Left-hand bat,Right-arm bowler,M Kalra,0,Left,Right,
737,Shivam Mavi,India,Shivam Pankaj Mavi,"['India Under-19s,', 'Kolkata Knight Riders,', 'Uttar Pradesh Under-19s']",Right-hand bat,Right-arm fast-medium,SP Mavi,0,Right,Right,medium
738,Tajinder Singh,India,Tajinder Singh Dhillon,"['Mumbai Indians,', 'Rajasthan']",Right-hand bat,Right-arm offbreak,TS Dhillon,0,Right,Right,off
739,Manzoor Dar,India,Manzoor Ahmad Dar,"['Jammu & Kashmir,', 'Kings XI Punjab']",Right-hand bat,Right-arm offbreak,MA Dar,0,Right,Right,off
740,M Markande,India,Mayank Markande,"['India,', 'India Under-19s,', 'Mumbai Indians,', 'Punjab Under-19s']",Right-hand bat,Legbreak,M Markande,0,Right,Right,leg
741,Tejas Baroka,India,Tejas Baroka,"['Delhi Under-19s,', 'Delhi Under-22s,', 'Gujarat Lions']",Right-hand bat,Legbreak googly,T Baroka,0,Right,Right,leg
742,KM Asif,India,KM Asif,"['Chennai Super Kings,', 'Kerala Under-22s,', 'Kerala Under-25s']",Right-hand bat,Right-arm medium,K Asif,0,Right,Right,medium
743,K Khejroliya,India,Kulwant Khejroliya,"['Delhi,', 'Mumbai Indians,', 'Royal Challengers Bangalore']",Left-hand bat,Left-arm medium-fast,K Khejroliya,0,Left,Left,medium
744,Ankit Soni,India,Ankit Soni,Gujarat Lions,Right-hand bat,Legbreak,A Soni,0,Right,Right,leg
745,Pratham Singh,India,Pratham Singh,"['Gujarat Lions,', 'Railways,', 'Railways Under-19s']",Left-hand bat,Right-arm offbreak,P Singh,0,Left,Right,off
746,Agnivesh Ayachi,India,Agnivesh Chandrashekar Ayachi,"['Kings XI Punjab,', 'Saurashtra,', 'Saurashtra Under-16s,', 'Saurashtra Under-19s,', 'Saurashtra Under-22s']",Right-hand bat,Right-arm medium,AC Ayachi,0,Right,Right,medium
747,CV Varun,India,Varun Chakravarthy Vinod,"['Karaikudi Kaalai,', 'Kings XI Punjab,', 'Tamil Nadu']",Right-hand bat,Legbreak googly,VC Vinod,0,Right,Right,leg
748,Darshan Nalkande,India,Darshan Girish Nalkande,"['India Under-19s,', 'Kings XI Punjab']",Right-hand bat,Right-arm fast-medium,DG Nalkande,0,Right,Right,medium
749,Dishank Bhavsar,United Arab Emirates,Dishank Bhavsar,Gujarat Lions,,,D Bhavsar,1,nan,Right,
750,Jatin Belani,United Arab Emirates,Jatin Belani,Gujarat Lions,,,J Belani,1,nan,Right,
751,Chintan Belani,United Arab Emirates,Chintan Belani,Gujarat Lions,,,C Belani,1,nan,Right,
752,Yash Bhavsar,United Arab Emirates,Yash Bhavsar,Gujarat Lions,,,Y Bhavsar,1,nan,Right,
753,Tejendra Somani,United Arab Emirates,Tejendra Somani,Gujarat Lions,,,T Somani,1,nan,Right,
754,Arpit Patel,United Arab Emirates,Arpit Patel,Gujarat Lions,,,A Patel,1,nan,Right,
755,Ansad Khadre,United Arab Emirates,Ansad Khadre,Gujarat Lions,,,A Khadre,1,nan,Right,
756,Vivek Raval,United Arab Emirates,Vivek Raval,Gujarat Lions,,,V Raval,1,nan,Right,
757,Jignesh Patel,United Arab Emirates,Jignesh Patel,Gujarat Lions,,,J Patel,1,nan,Right,
758,Chintan Bhavsar,United Arab Emirates,Chintan Bhavsar,Gujarat Lions,,,C Bhavsar,1,nan,Right,
759,Kiran Somani,United Arab Emirates,Kiran Somani,Gujarat Lions,,,K Somani,1,nan,Right,
760,Tushar Dunga,United Arab Emirates,Tushar Dunga,Gujarat Lions,,,T Dunga,1,nan,Right,
761,Mayank Chopra,United Arab Emirates,Mayank Chopra,Gujarat Lions,,,M Chopra,1,nan,Right,
762,Mohmad Amjad,United Arab Emirates,Mohmad Amjad,Gujarat Lions,,,M Amjad,1,nan,Right,
763,Jainit Bhatiya,United Arab Emirates,Jainit Bhatiya,Gujarat Lions,,,J Bhatiya,1,nan,Right,
764,Dishank Bhavsar,United Arab Emirates,Dishank Bhavsar,Gujarat Lions (UAE),,,D Bhavsar,1,nan,Right,
765,Jatin Belani,United Arab Emirates,Jatin Belani,Gujarat Lions (UAE),,,J Belani,1,nan,Right,
766,Chintan Belani,United Arab Emirates,Chintan Belani,Gujarat Lions (UAE),,,C Belani,1,nan,Right,
767,Yash Bhavsar,United Arab Emirates,Yash Bhavsar,Gujarat Lions (UAE),,,Y Bhavsar,1,nan,Right,
768,Tejendra Somani,United Arab Emirates,Tejendra Somani,Gujarat Lions (UAE),,,T Somani,1,nan,Right,
769,Arpit Patel,United Arab Emirates,Arpit Patel,Gujarat Lions (UAE),,,A Patel,1,nan,Right,
770,Ansad Khadre,United Arab Emirates,Ansad Khadre,Gujarat Lions (UAE),,,A Khadre,1,nan,Right,
771,Vivek Raval,United Arab Emirates,Vivek Raval,Gujarat Lions (UAE),,,V Raval,1,nan,Right,
772,Jignesh Patel,United Arab Emirates,Jignesh Patel,Gujarat Lions (UAE),,,J Patel,1,nan,Right,
773,Chintan Bhavsar,United Arab Emirates,Chintan Bhavsar,Gujarat Lions (UAE),,,C Bhavsar,1,nan,Right,
774,Kiran Somani,United Arab Emirates,Kiran Somani,Gujarat Lions (UAE),,,K Somani,1,nan,Right,
775,Tushar Dunga,United Arab Emirates,Tushar Dunga,Gujarat Lions (UAE),,,T Dunga,1,nan,Right,
776,Mayank Chopra,United Arab Emirates,Mayank Chopra,Gujarat Lions (UAE),,,M Chopra,1,nan,Right,
777,Mohmad Amjad,United Arab Emirates,Mohmad Amjad,Gujarat Lions (UAE),,,M Amjad,1,nan,Right,
778,Jainit Bhatiya,United Arab Emirates,Jainit Bhatiya,Gujarat Lions (UAE),,,J Bhatiya,1,nan,Right,
779,Bouser,United Arab Emirates,Bouser,Gujarat Lions (UAE),,, Bouser,1,nan,Right,
780,D Padikkal,India,Devdutt Padikkal,"['Bellary Tuskers,', 'India Under-19s,', 'Royal Challengers Bangalore']",Left-hand bat,Right-arm offbreak,D Padikkal,0,Left,Right,off
781,Y Prithvi Raj,India,Prithvi Raj Yarra,"['Andhra,', 'Andhra Under-14s,', 'Andhra Under-16s,', 'Andhra Under-19s,', 'Andhra Under-22s,', 'Kolkata Knight Riders']",Left-hand bat,Left-arm medium,PR Yarra,0,Left,Left,medium
782,Kartik Tyagi,India,Kartik Tyagi,"Uttar Pradesh,'Rajasthan Royals'",Right-hand bat,Right-arm medium-fast,K Tyagi,0,Right,Right,medium
783,JR Philippe,Australia,Joshua Ryan Philippe,"['Perth Scorchers,', 'Sydney Sixers,', 'Western Australia Under-23s,', 'Western Australia XI','Royal Challengers Bangalore']",Right-hand bat,,JR Philippe,1,Right,Right,
784,Arshdeep Singh,India,Arshdeep Singh,"['India Under-19s, 'Kings XI Punjab']",Left-hand bat,Left-arm medium-fast,Arshdeep Singh,0,Left,Left,medium
785,Aryaman Birla,India,Aryaman Vikram Birla,"['Madhya Pradesh,', 'Rajasthan Royals']",Left-hand bat,Slow left-arm orthodox,AV Birla,0,Left,Right,slow
786,S Midhun,India,Sudhesan Midhun,"['Kerala,', 'Rajasthan Royals']",Right-hand bat,Legbreak googly,S Midhun,0,Right,Right,leg
787,Mohsin Khan,India,Mohsin Khan,"['Mumbai Indians,', 'Uttar Pradesh,', 'Uttar Pradesh Under-16s,', 'Uttar Pradesh Under-19s']",Left-hand bat,Left-arm medium-fast,M Khan,0,Left,Left,medium
788,YBK Jaiswal,India,Yashasvi Bhupendra Kumar Jaiswal,"India Under-19s,'Rajasthan Royals'",Left-hand bat,,YBK Jaiswal,0,Left,Right,
789,Shahbaz Ahmed,India,Shahbaz Ahmed,"['Bengal,', 'Royal Challengers Bangalore']",Left-hand bat,Slow left-arm orthodox,S Ahmed,0,Left,Right,slow
790,P Ray Barman,India,Prayas Ray Barman,"['Bengal,', 'Royal Challengers Bangalore']",Right-hand bat,Legbreak googly,PR Barman,0,Right,Right,leg
791,P Simran Singh,India,Prab Simran Singh,"['India Under-19s,', 'Kings XI Punjab']",Right-hand bat,,PS Singh,0,Right,Right,
792,Rasikh Salam,India,Rasikh Salam,"['Jammu & Kashmir,', 'Mumbai Indians']",Right-hand bat,Right-arm medium,R Salam,0,Right,Right,medium
