,NAME,COUNTRY,Full name,Major teams,Batting style,Bowling style,sname,foreign,Bat,Bowl,Spin/Medium
195,Jatin Saxena,India,Jatin Sahay Saxena,"['Indore,', 'Kalabagan Cricket Academy,', 'Madhya Pradesh,', 'Rajasthan Royals']",Right-hand bat,Legbreak,JS Saxena,0,Right,Right,leg
196,SS Sarkar,India,Sourav Subrata Sarkar,"['Bengal,', 'Bengal Under-16s,', 'Kolkata Knight Riders']",Right-hand bat,Right-arm medium,SS Sarkar,0,Right,Right,medium
197,Sanjib Sanyal,India,Sanjib Sanyal,"['Bengal,', 'Kolkata Knight Riders,', 'Railways']",Right-hand bat,Right-arm medium,S Sanyal,0,Right,Right,medium
198,Jaydev Shah,India,Jaydev Niranjan Shah,"['Deccan Chargers,', 'Gujarat Lions,', 'Mumbai Indians,', ""Rajasthan Cricket Association President's XI,"", 'Rajasthan Royals,', 'Saurashtra']",Left-hand bat,Right-arm offbreak,JN Shah,0,Left,Right,off
199,J Syed Mohammad,India,Jamaluddin Syed Mohammad,"['Assam,', 'Chennai Superstars,', 'ICL India XI,', 'Lyca Kovai Kings,', 'Royal Challengers Bangalore,', 'Tamil Nadu,', 'Tamil Nadu Under-19s']",Left-hand bat,Slow left-arm orthodox,JS Mohammad,0,Left,Right,slow
200,V Sehwag,India,Virender Sehwag,"['India,', 'Asia XI,', 'Delhi,', 'Delhi Daredevils,', 'ICC World XI,', 'India Blue,', 'Kings XI Punjab,', 'Leicestershire,', 'Marylebone Cricket Club,', ""Rajasthan Cricket Association President's XI""]",Right-hand bat,Right-arm offbreak,V Sehwag,0,Right,Right,off
201,RP Singh,India,Rudra Pratap Singh,"['India,', 'Deccan Chargers,', 'India A,', 'India Under-19s,', 'Kochi Tuskers Kerala,', 'Leicestershire,', 'Mumbai Indians,', ""Rajasthan Cricket Association President's XI,"", 'Rising Pune Supergiants,', 'Royal Challengers Bangalore,', 'Uttar Pradesh']",Right-hand bat,Left-arm fast-medium,RP Singh,0,Right,Left,medium
202,VRV Singh,India,Vikram Raj Vir Singh,"['India,', 'India Under-19s,', ""Indian Board President's XI,"", 'Kings XI Punjab,', 'Punjab,', ""Rajasthan Cricket Association President's XI""]",Right-hand bat,Right-arm medium-fast,VRV Singh,0,Right,Right,medium
203,Sunny Singh,India,Sunny Singh,"['Haryana,', 'India Under-19s,', 'Kings XI Punjab,', 'Kolkata Knight Riders']",Right-hand bat,Right-arm medium-fast,S Singh,0,Right,Right,medium
204,SR Tendulkar,India,Sachin Ramesh Tendulkar,"['India,', 'Asia XI,', 'Mumbai,', 'Mumbai Indians,', 'Yorkshire']",Right-hand bat,"Right-arm offbreak, Legbreak googly",SR Tendulkar,0,Right,Right,off
205,Bhavik Thaker,India,Bhavik Dinbandhubhai Thaker,"['Gujarat,', 'Kolkata Knight Riders']",Right-hand bat,Right-arm offbreak,BD Thaker,0,Right,Right,off
206,SK Trivedi,India,Siddharth Kishorkumar Trivedi,"['Air India,', 'Gujarat,', 'India Red,', 'Rajasthan Royals,', 'Reebok XI,', 'Saurashtra']",Right-hand bat,Right-arm medium,SK Trivedi,0,Right,Right,medium
207,YV Takawale,India,Yogesh Vijay Takawale,"['Maharashtra,', 'Maharashtra Under-19s,', 'Mumbai Indians,', 'Royal Challengers Bangalore,', 'Tripura']",Right-hand bat,,YV Takawale,0,Right,Right,
208,SS Tiwary,India,Saurabh Sunil Tiwary,"['India,', 'Bihar,', 'Bihar Under-14s,', 'Delhi Daredevils,', 'India Green,', 'India Under-19s,', 'Mumbai Indians,', 'Rising Pune Supergiants,', 'Royal Challengers Bangalore']",Left-hand bat,,SS Tiwary,0,Left,Right,
209,Mayank Tehlan,India,Mayank Tehlan,"['Delhi,', 'Delhi Daredevils,', 'Delhi Under-14s,', 'Delhi Under-19s,', 'India Under-19s']",Right-hand bat,Right-arm offbreak,M Tehlan,0,Right,Right,off
210,TM Srivastava,India,Tanmay Manoj Srivastava,"['Deccan Chargers,', 'India Blue,', 'India Under-19s,', 'Kings XI Punjab,', 'Kochi Tuskers Kerala,', 'Uttar Pradesh,', 'Uttar Pradesh Under-14s']",Left-hand bat,Right-arm medium,TM Srivastava,0,Left,Right,medium
211,MK Tiwary,India,Manoj Kumar Tiwary,"['India,', 'Abahani Limited,', 'Bengal,', 'Bengal Under-19s,', 'Delhi Daredevils,', 'India A,', 'India Green,', 'India Under-19s,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Rising Pune Supergiant']",Right-hand bat,Legbreak googly,MK Tiwary,0,Right,Right,leg
212,RV Uthappa,India,Robin Venu Uthappa,"['India,', 'India A,', 'India Under-19s,', 'Karnataka,', 'Kolkata Knight Riders,', 'Mumbai Indians,', 'Pune Warriors,', 'Reebok XI,', 'Royal Challengers Bangalore,', 'South Zone']",Right-hand bat,Right-arm medium,RV Uthappa,0,Right,Right,medium
213,A Uniyal,India,Amit Uniyal,"['Chandigarh Lions,', 'Punjab,', 'Rajasthan Royals']",Left-hand bat,Left-arm medium,A Uniyal,0,Left,Left,medium
214,S Vidyut,India,Vidyut Sivaramakrishnan,"['Chennai Super Kings,', 'Haryana,', ""Rajasthan Cricket Association President's XI,"", 'Tamil Nadu']",Left-hand bat,Slow left-arm orthodox,V Sivaramakrishnan,0,Left,Right,slow
215,PC Valthaty,India,Paul Chandrashekar Valthaty,"['Air India,', 'Himachal Pradesh,', 'Kings XI Punjab,', 'Mumbai,', 'Rajasthan Royals']",Right-hand bat,Right-arm medium,PC Valthaty,0,Right,Right,medium
216,Kuthethurshri Vasudevadas,India,Kuthethurshri Vasudevadas,"['Badureliya Sports Club,', 'Chennai Super Kings,', 'Sebastianites Cricket and Athletic Club,', 'Tamil Nadu,', 'Tamil Nadu Under-16s']",Left-hand bat,Legbreak,K Vasudevadas,0,Left,Right,leg
217,R Vinay Kumar,India,Ranganath Vinay Kumar,"['India,', 'India A,', 'Karnataka,', 'Kochi Tuskers Kerala,', 'Kolkata Knight Riders,', 'Mumbai Indians,', 'Royal Challengers Bangalore,', 'South Zone']",Right-hand bat,Right-arm medium,RV Kumar,0,Right,Right,medium
218,Ganapathi Vignesh,India,Ganapathi Vignesh,"['Chennai Super Kings,', 'Chennai Superstars,', 'ICL India XI,', 'Kolkata Knight Riders,', 'Tamil Nadu']",Right-hand bat,Right-arm medium-fast,G Vignesh,0,Right,Right,medium
219,Rajesh Verma,India,Rajesh Pratap Verma,"['Kolkata Knight Riders,', 'Mumbai,', 'Mumbai Cricket Association XI,', 'Mumbai Under-19s']",Right-hand bat,Right-arm medium,RP Verma,0,Right,Right,medium
220,Y Venugopal Rao,India,Yalaka Venugopal Rao,"['India,', 'Andhra,', 'Deccan Chargers,', 'Delhi Daredevils,', 'Gujarat,', 'India A,', ""Indian Board President's XI,"", 'Madras Rubber Factory,', ""Rajasthan Cricket Association President's XI,"", 'Sunrisers Hyderabad']",Right-hand bat,Right-arm offbreak,YV Rao,0,Right,Right,off
221,Bipul Sharma,India,Bipul Sharma,"['Chandigarh Lions,', 'Himachal Pradesh,', 'India A,', 'Kings XI Punjab,', 'North Zone,', 'Punjab,', 'Sikkim,', 'Sunrisers Hyderabad']",Left-hand bat,Slow left-arm orthodox,B Sharma,0,Left,Right,slow
222,Santosh Yadav,India,Balram Santosh Kumar Yadav,"['Hyderabad (India),', 'Mumbai Indians']",Left-hand bat,Right-arm offbreak,BSK Yadav,0,Left,Right,off
223,DH Yagnik,India,Dishant Harendra Yagnik,"['Delhi Giants,', 'Rajasthan,', ""Rajasthan Cricket Association President's XI,"", 'Rajasthan Royals']",Left-hand bat,,DH Yagnik,0,Left,Right,
224,Tinu Yohannan,India,Tinu Yohannan,"['India,', 'Kerala,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium-fast,T Yohannan,0,Right,Right,medium
225,Yuvraj Singh,India,Yuvraj Singh,"['India,', 'Asia XI,', 'Delhi Daredevils,', 'India A,', 'Kings XI Punjab,', 'Kings XI Punjab,', 'Mumbai Indians,', 'Pune Warriors,', 'Punjab,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad,', 'Yorkshire']",Left-hand bat,Slow left-arm orthodox,Y Singh,0,Left,Right,slow
226,Salil Yadav,India,Salil Girishbhai Yadav,"['Chennai Super Kings,', 'Gujarat']",Right-hand bat,Legbreak,SG Yadav,0,Right,Right,leg
227,AS Yadav,India,Arjun Shivlal Yadav,"['Deccan Chargers,', 'Hyderabad (India),', 'India Blue']",Right-hand bat,Right-arm offbreak,AS Yadav,0,Right,Right,off
228,Yashpal Singh,India,Yashpal Singh,"['Kochi Tuskers Kerala,', 'Kolkata Knight Riders,', 'Manipur,', 'Services']",Right-hand bat,Right-arm medium,Y Singh,0,Right,Right,medium
229,Vivek Yadav,India,Vivek Yadav,"['Delhi Daredevils,', 'Rajasthan,', 'Rajasthan Under-19s']",Right-hand bat,Legbreak,V Yadav,0,Right,Right,leg
230,SE Bond,New Zealand,Shane Edward Bond,"['New Zealand,', 'Canterbury,', 'Delhi Giants,', 'Hampshire,', 'Kolkata Knight Riders,', 'Warwickshire']",Right-hand bat,Right-arm fast,SE Bond,1,Right,Right,fast
231,SP Fleming,New Zealand,Stephen Paul Fleming,"['New Zealand,', 'Canterbury,', 'Chennai Super Kings,', 'ICC World XI,', 'Middlesex,', 'Nottinghamshire,', 'Wellington,', 'Yorkshire']",Left-hand bat,,SP Fleming,1,Left,Right,
232,JEC Franklin,New Zealand,James Edward Charles Franklin,"['New Zealand,', 'Adelaide Strikers,', 'Barbados Tridents,', 'Essex,', 'Glamorgan,', 'Gloucestershire,', 'Guyana Amazon Warriors,', 'Lahore Qalandars,', 'Middlesex,', 'Mumbai Indians,', 'Nottinghamshire,', 'Rajshahi Kings,', 'Wellington']",Left-hand bat,Left-arm medium,JEC Franklin,1,Left,Left,medium
233,BB McCullum,New Zealand,Brendon Barrie McCullum,"['New Zealand,', 'Brisbane Heat,', 'Canterbury,', 'Chennai Super Kings,', 'Glamorgan,', 'Gujarat Lions,', 'Kochi Tuskers Kerala,', 'Kolkata Knight Riders,', 'Lahore Qalandars,', 'New South Wales,', 'Otago,', 'Royal Challengers Bangalore,', 'Sussex,', 'Trinbago Knight Riders,', 'Warwickshire']",Right-hand bat,"Right-arm medium, Right-arm offbreak",BB McCullum,1,Right,Right,off
234,Kyle Mills,New Zealand,Kyle David Mills,"['New Zealand,', 'Auckland,', 'Kings XI Punjab,', 'Lincolnshire,', 'Mumbai Indians']",Right-hand bat,Right-arm fast-medium,KD Mills,1,Right,Right,medium
235,NL McCullum,New Zealand,Nathan Leslie McCullum,"['New Zealand,', 'Lancashire,', 'New Zealand A,', 'Otago,', 'Pune Warriors,', 'Quetta Gladiators,', 'St Lucia Zouks,', 'Sunrisers Hyderabad,', 'Sydney Sixers']",Right-hand bat,Right-arm offbreak,NL McCullum,1,Right,Right,off
236,JDP Oram,New Zealand,Jacob David Philip Oram,"['New Zealand,', 'Central Districts,', 'Chennai Super Kings,', 'Chittagong Kings,', 'Gazi Tank Cricketers,', 'Mumbai Indians,', 'Rajasthan Royals,', 'Uva Next']",Left-hand bat,Right-arm fast-medium,JDP Oram,1,Left,Right,medium
237,JD Ryder,New Zealand,Jesse Daniel Ryder,"['Ireland,', 'New Zealand,', 'Central Districts,', 'Essex,', 'New Zealand A,', 'New Zealand Under-19s,', 'Otago,', 'Pune Warriors,', 'Royal Challengers Bangalore,', 'St Lucia Stars,', 'Wellington']",Left-hand bat,Right-arm medium,JD Ryder,1,Left,Right,medium
238,SB Styris,New Zealand,Scott Bernard Styris,"['New Zealand,', 'Auckland,', 'Chennai Super Kings,', 'Deccan Chargers,', 'Durham,', 'Essex,', 'Gazi Tank Cricketers,', 'Leicestershire,', 'Leicestershire 2nd XI,', 'Middlesex,', 'New Zealand Emerging Players,', 'New Zealand Under-19s,', 'Northern Districts,', 'PCA Masters XI,', 'Sussex,', 'Sylhet Royals,', 'Titans']",Right-hand bat,Right-arm medium,SB Styris,1,Right,Right,medium
239,LRPL Taylor,New Zealand,Luteru Ross Poutoa Lote Taylor,"['New Zealand,', 'Australian Capital Territory,', 'Central Districts,', 'Central Districts Under-19s,', 'Delhi Daredevils,', 'Durham,', 'Jamaica Tallawahs,', 'New Zealand Emerging Players,', 'New Zealand Under-19s,', 'Pune Warriors,', 'Rajasthan Royals,', 'Royal Challengers Bangalore,', 'St Lucia Zouks,', 'Sussex,', 'Trinidad & Tobago Red Steel,', 'Victoria']",Right-hand bat,Right-arm offbreak,LRPL Taylor,1,Right,Right,off
240,DL Vettori,New Zealand,Daniel Luca Vettori,"['New Zealand,', 'Delhi Daredevils,', 'ICC World XI,', 'Jamaica Tallawahs,', 'Northern Districts,', 'Nottinghamshire,', 'Queensland,', 'Royal Challengers Bangalore,', 'Warwickshire']",Left-hand bat,Slow left-arm orthodox,DL Vettori,1,Left,Right,slow
241,Azhar Mahmood,Pakistan,Azhar Mahmood Sagar,"['Pakistan,', 'Auckland,', 'Barbados Tridents,', 'Barisal Burners,', 'Dhaka Gladiators,', 'Islamabad Cricket Association,', 'Kent,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Lahore Badshahs,', 'Marylebone Cricket Club,', 'Pakistan International Airlines,', 'Rawalpindi,', 'Surrey,', 'United Bank Limited']",Right-hand bat,Right-arm fast-medium,AM Sagar,1,Right,Right,medium
242,Imran Tahir,South Africa,Mohammad Imran Tahir,"['South Africa,', 'Chennai Super Kings,', 'Delhi Daredevils,', 'Derbyshire,', 'Dolphins,', 'Durham,', 'Durham 2nd XI,', 'Easterns,', 'Guyana Amazon Warriors,', 'Hampshire,', 'Hampshire 2nd XI,', 'Lahore City,', 'Lahore Lions,', 'Lahore Ravi,', 'Lahore Whites,', 'Lions,', 'Middlesex,', 'Middlesex 2nd XI,', 'Multan Sultans,', 'Nottinghamshire,', 'Pakistan A,', 'Pakistan International Airlines,', 'Pakistan Under-19s,', 'Redco Pakistan Ltd,', 'Rising Pune Supergiants,', 'Sialkot,', 'South Africa A,', 'Staffordshire,', 'Sui Gas Corporation of Pakistan,', 'Sussex 2nd XI,', 'Titans,', 'Warriors,', 'Warwickshire,', 'Warwickshire 2nd XI,', 'Water and Power Development Authority,', 'World-XI,', 'Yorkshire']",Right-hand bat,Legbreak googly,MI Tahir,1,Right,Right,leg
243,Kamran Akmal,Pakistan,Kamran Akmal,"['Pakistan,', 'Asia XI,', 'Lahore,', 'Lahore City,', 'Lahore Eagles,', 'Lahore Lions,', 'National Bank of Pakistan,', 'Peshawar Zalmi,', 'Punjab Stallions,', 'Rajasthan Royals,', 'St Lucia Stars,', 'Toronto Nationals,', 'Trinidad & Tobago Red Steel']",Right-hand bat,,K Akmal,1,Right,Right,
244,Misbah-ul-Haq,Pakistan,Misbah-ul-Haq Khan Niazi,"['Pakistan,', 'Faisalabad Wolves,', 'Islamabad United,', 'Khan Research Labs,', 'Peshawar Zalmi,', 'Royal Challengers Bangalore,', 'Sargodha,', 'St Lucia Zouks']",Right-hand bat,Legbreak,MK Niazi,1,Right,Right,leg
245,Mohammad Asif,Pakistan,Mohammad Asif,"['Pakistan,', 'Asia XI,', 'Delhi Daredevils,', 'Khan Research Labs,', 'Lahore Division,', 'Leicestershire,', 'National Bank of Pakistan,', 'Sheikhupura Cricket Association,', 'Sialkot Cricket Association']",Left-hand bat,Right-arm fast-medium,M Asif,1,Left,Right,medium
246,Mohammad Hafeez,Pakistan,Mohammad Hafeez,"['Pakistan,', 'Faisalabad,', 'Faisalabad Wolves,', 'Guyana Amazon Warriors,', 'Kolkata Knight Riders,', 'Lahore Lions,', 'Lahore Qalandars,', 'Melbourne Stars,', 'Montreal Tigers,', 'Peshawar Zalmi,', 'Sargodha,', 'St Kitts and Nevis Patriots,', 'Sui Northern Gas Pipelines Limited']",Right-hand bat,Right-arm offbreak,M Hafeez,1,Right,Right,off
247,Shahid Afridi,Pakistan,Sahibzada Mohammad Shahid Khan Afridi,"['Pakistan,', 'Asia XI,', 'Deccan Chargers,', 'Dhaka Gladiators,', 'Edmonton Royals,', 'Fly Emirates XI,', 'Griqualand West,', 'Habib Bank Limited,', 'Hampshire,', 'ICC World XI,', 'Jamaica Tallawahs,', 'Karachi,', 'Karachi Kings,', 'Karachi Region Blues,', 'Kowloon Cantons,', 'Leicestershire,', 'Melbourne Renegades,', 'Multan Sultans,', 'Northamptonshire,', 'Peshawar Zalmi,', 'Rangpur Riders,', 'Ruhuna Royals,', 'South Australia,', 'St Kitts and Nevis Patriots']",Right-hand bat,Legbreak googly,SMSK Afridi,1,Right,Right,leg
248,Shoaib Akhtar,Pakistan,Shoaib Akhtar,"['Pakistan,', 'Agriculture Development Bank of Pakistan,', 'Asia XI,', 'Chittagong Division,', 'Durham,', 'ICC World XI,', 'Islamabad Leopards,', 'Khan Research Labs,', 'Kolkata Knight Riders,', 'Pakistan International Airlines,', 'Rawalpindi,', 'Somerset,', 'Surrey,', 'Worcestershire']",Right-hand bat,Right-arm fast,S Akhtar,1,Right,Right,fast
249,Shoaib Malik,Pakistan,Shoaib Malik,"['Pakistan,', 'Asia XI,', 'Barbados Tridents,', 'Delhi Daredevils,', 'Gloucestershire,', 'Gujranwala Cricket Association,', 'Guyana Amazon Warriors,', 'Hobart Hurricanes,', 'ICC World XI,', 'Karachi Kings,', 'Multan Sultans,', 'Pakistan International Airlines,', 'Pakistan Reserves,', 'Sialkot Cricket Association,', 'Sialkot Stallions']",Right-hand bat,Right-arm offbreak,S Malik,1,Right,Right,off
250,Salman Butt,Pakistan,Salman Butt,"['Pakistan,', 'Kolkata Knight Riders,', 'Lahore Eagles,', 'Lahore Lions,', 'Lahore Reds,', 'Pakistan Cricket Board Blues,', ""Pakistan Cricket Board Patron's XI,"", 'Pakistan Cricket Board Reds,', 'Punjab (Pakistan),', 'Punjab Stallions']",Left-hand bat,Right-arm offbreak,S Butt,1,Left,Right,off
251,Sohail Tanvir,Pakistan,Sohail Tanvir,"['Pakistan,', 'Edmonton Royals,', 'Federal Areas,', 'Federal Areas Leopards,', 'Guyana Amazon Warriors,', 'Hampshire,', 'Karachi Kings,', 'Khan Research Laboratories,', 'Lions,', 'Multan Sultans,', 'Quetta Gladiators,', 'Rajasthan Royals,', 'Rawalpindi,', 'Rawalpindi Rams,', 'South Australia,', 'St Kitts and Nevis Patriots,', 'St Lucia Zouks,', 'Sylhet Royals,', 'Zarai Taraqiati Bank Limited']",Left-hand bat,Left-arm medium-fast,S Tanvir,1,Left,Left,medium
252,Umar Gul,Pakistan,Umar Gul,"['Pakistan,', 'Gloucestershire,', 'Habib Bank Limited,', 'Kolkata Knight Riders,', 'Multan Sultans,', 'North West Frontier Province,', 'North West Frontier Province Panthers,', 'Pakistan A,', 'Pakistan International Airlines,', 'Peshawar,', 'Peshawar Panthers,', 'Quetta Gladiators,', 'Sussex,', 'Uva Next,', 'Western Australia']",Right-hand bat,Right-arm fast-medium,U Gul,1,Right,Right,medium
253,Younis Khan,Pakistan,Mohammad Younis Khan,"['Pakistan,', 'Habib Bank Limited,', 'Nottinghamshire,', 'Peshawar Cricket Association,', 'Rajasthan Royals,', 'South Australia,', 'Surrey,', 'Warwickshire,', 'Yorkshire']",Right-hand bat,"Right-arm medium, Legbreak",MY Khan,1,Right,Right,leg
254,HM Amla,South Africa,Hashim Mahomed Amla,"['South Africa,', 'Barbados Tridents,', 'Cape Cobras,', 'Derbyshire,', 'Dolphins,', 'Essex,', 'Kings XI Punjab,', 'KwaZulu-Natal,', 'South Africa XI,', 'Trinbago Knight Riders,', 'World-XI']",Right-hand bat,"Right-arm medium, Right-arm offbreak",HM Amla,1,Right,Right,off
255,Gulam Bodi,South Africa,Gulam Hussain Bodi,"['South Africa,', 'Africa XI,', 'Delhi Daredevils,', 'Easterns,', 'Gauteng,', 'KwaZulu-Natal,', 'Lions,', 'Titans,', 'Transvaal']",Left-hand bat,Slow left-arm chinaman,GH Bodi,1,Left,Right,slow
256,Loots Bosman,South Africa,Lungile Edgar Bosman,"['South Africa,', 'Africa XI,', 'Derbyshire,', 'Dolphins,', 'Eagles,', 'Griqualand West,', 'Mumbai Indians,', 'South Africa A']",Right-hand bat,Right-arm medium,LE Bosman,1,Right,Right,medium
257,MV Boucher,South Africa,Mark Verdon Boucher,"['South Africa,', 'Africa XI,', 'Border,', 'Cape Cobras,', 'ICC World XI,', 'Kolkata Knight Riders,', 'Royal Challengers Bangalore,', 'Warriors']",Right-hand bat,Right-arm medium,MV Boucher,1,Right,Right,medium
258,J Botha,South Africa,Johan Botha,"['South Africa,', 'Adelaide Strikers,', 'Africa XI,', 'Border,', 'Delhi Daredevils,', 'Eastern Province,', 'Hobart Hurricanes,', 'Kolkata Knight Riders,', 'Northamptonshire,', 'Rajasthan Royals,', 'South Australia,', 'Sydney Sixers,', 'Trinidad & Tobago Red Steel,', 'Warriors']",Right-hand bat,Right-arm offbreak,J Botha,1,Right,Right,off
259,F Behardien,South Africa,Farhaan Behardien,"['South Africa,', 'Edmonton Royals,', 'Kings XI Punjab,', 'South Africa A,', 'Titans,', 'Western Province']",Right-hand bat,Right-arm fast-medium,F Behardien,1,Right,Right,medium
260,F du Plessis,South Africa,Francois du Plessis,"['South Africa,', 'Chennai Super Kings,', 'Lancashire,', 'Northerns,', 'Rising Pune Supergiants,', 'South Africa A,', 'South Africa Under-19s,', 'St Kitts and Nevis Patriots,', 'Titans,', 'World-XI']",Right-hand bat,Legbreak,Fd Plessis,1,Right,Right,leg
261,JP Duminy,South Africa,Jean-Paul Duminy,"['South Africa,', 'Cape Cobras,', 'Deccan Chargers,', 'Delhi Daredevils,', 'Devon,', 'Islamabad United,', 'Mumbai Indians,', 'South Africa Under-19s,', 'Sunrisers Hyderabad,', 'Surrey,', 'Western Province,', 'Western Province Boland']",Left-hand bat,Right-arm offbreak,J Duminy,1,Left,Right,off
262,AB de Villiers,South Africa,Abraham Benjamin de Villiers,"['South Africa,', 'Africa XI,', 'Barbados Tridents,', 'Delhi Daredevils,', 'Lahore Qalandars,', 'Northerns,', 'Royal Challengers Bangalore,', 'Titans']",Right-hand bat,Right-arm medium,ABd Villiers,1,Right,Right,medium
263,D du Preez,South Africa,Dillon du Preez,"['Eagles,', 'Free State,', 'Leicestershire,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm fast-medium,Dd Preez,1,Right,Right,medium
264,Robbie Frylinck,South Africa,Robert Frylinck,"['Delhi Daredevils,', 'Dolphins,', 'Gauteng,', 'KwaZulu-Natal,', 'Lions,', 'Surrey,', 'Surrey 2nd XI,', 'Trinbago Knight Riders']",Right-hand bat,Right-arm medium,R Frylinck,1,Right,Right,medium
265,HH Gibbs,South Africa,Herschelle Herman Gibbs,"['South Africa,', 'Cape Cobras,', 'Deccan Chargers,', 'Durham,', 'Durham 2nd XI,', 'Glamorgan,', 'Khulna Royal Bengals,', 'Mumbai Indians,', 'Northern Districts,', 'Perth Scorchers,', 'St Lucia Zouks,', 'Titans,', 'Western Province,', 'Yorkshire']",Right-hand bat,Right-arm bowler,HH Gibbs,1,Right,Right,
266,T Henderson,South Africa,Tyron Henderson,"['South Africa,', 'Berkshire,', 'Border,', 'Cape Cobras,', 'Kent,', 'Lions,', 'Middlesex,', 'Rajasthan Royals,', 'Warriors']",Right-hand bat,Right-arm fast-medium,T Henderson,1,Right,Right,medium
267,CA Ingram,South Africa,Colin Alexander Ingram,"['South Africa,', 'Adelaide Strikers,', 'Delhi Daredevils,', 'Eastern Province,', 'Free State,', 'Karachi Kings,', 'South Africa A,', 'Trinbago Knight Riders,', 'Warriors']",Left-hand bat,Legbreak,CA Ingram,1,Left,Right,leg
268,DJ Jacobs,South Africa,David Johan Jacobs,"['Eagles,', 'Free State,', 'Mumbai Indians,', 'North West,', 'Northamptonshire,', 'Trinidad & Tobago Red Steel,', 'Warriors']",Right-hand bat,Right-arm medium,DJ Jacobs,1,Right,Right,medium
269,JH Kallis,South Africa,Jacques Henry Kallis,"['South Africa,', 'Africa XI,', 'Cape Cobras,', 'Glamorgan,', 'ICC World XI,', 'Kolkata Knight Riders,', 'Middlesex,', 'Royal Challengers Bangalore,', 'Sydney Thunder,', 'Trinidad & Tobago Red Steel,', 'Warriors,', 'Western Province']",Right-hand bat,Right-arm fast-medium,JH Kallis,1,Right,Right,medium
270,JM Kemp,South Africa,Justin Miles Kemp,"['South Africa,', 'Africa XI,', 'Antigua Hawksbills,', 'Cape Cobras,', 'Chennai Super Kings,', 'Eastern Province,', 'Hyderabad Heroes,', 'Kent,', 'Northerns,', 'Titans,', 'Western Province']",Right-hand bat,Right-arm fast-medium,JM Kemp,1,Right,Right,medium
271,CK Langeveldt,South Africa,Charl Kenneth Langeveldt,"['South Africa,', 'Boland,', 'Border,', 'Cape Cobras,', 'Derbyshire,', 'Kent,', 'Kolkata Knight Riders,', 'Leicestershire,', 'Lions,', 'Royal Challengers Bangalore,', 'Somerset,', 'South Africa A']",Right-hand bat,Right-arm fast-medium,CK Langeveldt,1,Right,Right,medium
272,RE Levi,South Africa,Richard Ernst Levi,"['Cape Cobras,', 'Mumbai Indians,', 'Northamptonshire,', 'Northamptonshire 2nd XI,', 'Somerset,', 'Somerset 2nd XI,', 'South Africa A,', 'South Africa Academy,', 'South Africa Under-19s,', 'South Africa XI,', 'Western Province']",Right-hand bat,Right-arm medium,RE Levi,1,Right,Right,medium
273,JA Morkel,South Africa,Johannes Albertus Morkel,"['South Africa,', 'Africa XI,', 'Chennai Super Kings,', 'Delhi Daredevils,', 'Derbyshire,', 'Durham,', 'Easterns,', 'Rising Pune Supergiants,', 'Royal Challengers Bangalore,', 'Somerset,', 'Somerset 2nd XI,', 'South Africa Under-19s,', 'St Lucia Zouks,', 'Titans']",Left-hand bat,Right-arm medium-fast,JA Morkel,1,Left,Right,medium
274,R McLaren,South Africa,Ryan McLaren,"['South Africa,', 'Eagles,', 'Free State,', 'Kent,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Middlesex,', 'Middlesex 2nd XI,', 'Mumbai Indians,', 'South Africa Under-19s']",Left-hand bat,Right-arm medium-fast,R McLaren,1,Left,Right,medium
275,M Morkel,South Africa,Morne Morkel,"['South Africa,', 'Africa XI,', 'Delhi Daredevils,', 'Easterns,', 'Kent,', 'Kolkata Knight Riders,', 'Rajasthan Royals,', 'St Lucia Zouks,', 'Titans,', 'World-XI,', 'Yorkshire']",Left-hand bat,Right-arm fast,M Morkel,1,Left,Right,fast
276,A Nel,South Africa,Andre Nel,"['South Africa,', 'Easterns,', 'Essex,', 'Lions,', 'Mumbai Indians,', 'Northamptonshire,', 'Southern Rocks,', 'Surrey,', 'Titans']",Right-hand bat,Right-arm fast-medium,A Nel,1,Right,Right,medium
277,M Ntini,South Africa,Makhaya Ntini,"['South Africa,', 'Border,', 'Chennai Super Kings,', 'ICC World XI,', 'Kent,', 'Warriors,', 'Warwickshire']",Right-hand bat,Right-arm fast,M Ntini,1,Right,Right,fast
278,RJ Peterson,South Africa,Robin John Peterson,"['South Africa,', 'Barbados Tridents,', 'Cape Cobras,', 'Derbyshire,', 'Eastern Province,', 'Mumbai Indians,', 'Surrey,', 'Warriors']",Left-hand bat,Slow left-arm orthodox,RJ Peterson,1,Left,Right,slow
279,SM Pollock,South Africa,Shaun Maclean Pollock,"['South Africa,', 'Africa XI,', 'Dolphins,', 'Durham,', 'ICC World XI,', 'KwaZulu-Natal,', 'Mumbai Indians,', 'Natal,', 'Warwickshire']",Right-hand bat,Right-arm fast-medium,SM Pollock,1,Right,Right,medium
